simplified	traditional	pinyin	eng	level
轮流	輪流	lun2 liu2	to alternate, to take turns,	5
论文	論文	lun4 wen2	paper, treatise, thesis, CL:篇[piān], to discuss a paper or thesis (old),	5
逻辑	邏輯	luo2 ji5	logic (loanword),	5
落后	落後	luo4 hou4	to fall behind, to lag (in technology etc), backward, to retrogress,	5
骂	罵	ma4	to scold, to abuse, CL:通,頓|顿[dùn],	5
骂	罵	ma4	to scold, to abuse, CL:通,頓|顿[dùn],	5
麦克风	麥克風	mai4 ke4 feng1	microphone (loanword),	5
馒头	饅頭	man2 tou5	steamed roll, steamed bun, steamed bread, CL:個|个[gè],	5
满足	滿足	man3 zu2	to satisfy, to meet (the needs of), satisfied, content,	5
毛	毛	Mao2	hair, feather, down, wool, mildew, mold, coarse or semifinished, young, raw, careless, unthinking, nervous, scared, (of currency) to devalue or depreciate, classifier for Chinese fractional monetary unit ( = 角 , = 1, 10 yuan or 10 fen 分),	5
毛	毛	mao2	hair, feather, down, wool, mildew, mold, coarse or semifinished, young, raw, careless, unthinking, nervous, scared, (of currency) to devalue or depreciate, classifier for Chinese fractional monetary unit ( = 角 , = 1, 10 yuan or 10 fen 分),	5
毛病	毛病	mao2 bing4	fault, defect, shortcomings, ailment, CL:個|个[gè],	5
矛盾	矛盾	mao2 dun4	contradictory, contradiction, CL:個|个[gè],	5
冒险	冒險	mao4 xian3	to take risks, to take chances, foray, adventure,	5
贸易	貿易	mao4 yi4	(commercial) trade, CL:個|个[gè],	5
眉毛	眉毛	mei2 mao5	eyebrow, CL:根[gēn],	5
煤炭	煤炭	mei2 tan4	coal,	5
美术	美術	mei3 shu4	art, fine arts, painting, CL:種|种[zhǒng],	5
魅力	魅力	mei4 li4	charm, fascination, glamor, charisma,	5
迷路	迷路	mi2 lu4	to lose the way, lost, labyrinth, labyrinthus vestibularis (of the inner ear),	5
谜语	謎語	mi2 yu3	riddle, conundrum,	5
密切	密切	mi4 qie4	close, familiar, intimate, closely (related), to foster close ties, to pay close attention,	5
蜜蜂	蜜蜂	mi4 feng1	bee, honeybee, CL:隻|只,群[qún],	5
秘密	祕密	mi4 mi4	secret, CL:個|个[gè],	5
秘书	祕書	mi4 shu1	secretary,	5
棉花	棉花	mian2 hua5	cotton,	5
面对	面對	mian4 dui4	to confront, to face,	5
面积	面積	mian4 ji1	area (of a floor, piece of land etc), surface area, tract of land,	5
面临	面臨	mian4 lin2	to face sth, to be confronted with,	5
描写	描寫	miao2 xie3	to describe, to depict, to portray, description,	5
苗条	苗條	miao2 tiao5	slim, slender, graceful,	5
秒	秒	miao3	second (of time), unit of angle or arc equivalent to one sixtieth of a degree,	5
民主	民主	min2 zhu3	democracy,	5
明确	明確	ming2 que4	clear-cut, definite, explicit, to clarify, to specify, to make definite,	5
明显	明顯	ming2 xian3	clear, distinct, obvious,	5
明信片	明信片	ming2 xin4 pian4	postcard,	5
明星	明星	ming2 xing1	star, celebrity,	5
名牌	名牌	ming2 pai2	famous brand,	5
名片	名片	ming2 pian4	(business) card,	5
名胜	名勝	ming2 sheng4	a place famous for its scenery or historical relics, scenic spot, CL:處|处[chù],	5
命令	命令	ming4 ling4	order, command, CL:道,個|个[gè],	5
命运	命運	ming4 yun4	fate, destiny, CL:個|个[gè],	5
摸	摸	mo1	to feel with the hand, to touch, to stroke, to grope, to feel (one's pulse),	5
摸	摸	mo2	to feel with the hand, to touch, to stroke, to grope, to feel (one's pulse),	5
摩托车	摩託車	mo2 tuo1 che1	motorbike, motorcycle, CL:輛|辆,部[bù],	5
模仿	模仿	mo2 fang3	to imitate, to copy, to emulate, to mimic, model,	5
模糊	模糊	mo2 hu5	vague, indistinct, fuzzy,	5
陌生	陌生	mo4 sheng1	strange, unfamiliar,	5
某	某	mou3	some, a certain, sb or sth indefinite, such-and-such,	5
目标	目標	mu4 biao1	target, goal, objective, CL:個|个[gè],	5
目录	目錄	mu4 lu4	catalog, table of contents, directory (on computer hard drive), list, contents,	5
目前	目前	mu4 qian2	at the present time, currently,	5
木头	木頭	mu4 tou5	slow-witted, blockhead, log (of wood, timber etc), CL:塊|块,根[gēn],	5
哪怕	哪怕	na3 pa4	even, even if, even though, no matter how,	5
难怪	難怪	nan2 guai4	(it's) no wonder (that...), (it's) not surprising (that),	5
难看	難看	nan2 kan4	ugly, unsightly,	5
脑袋	腦袋	nao3 dai5	head, skull, brains, mental capability, CL:顆|颗,個|个[gè],	5
内科	內科	nei4 ke1	internal medicine, general medicine,	5
嫩	嫩	nen4	tender, soft, delicate, light (color), inexperienced, unskilled,	5
嫩	嫩	nen4	tender, soft, delicate, light (color), inexperienced, unskilled,	5
能干	能幹	neng2 gan4	capable, competent,	5
能源	能源	neng2 yuan2	energy, power source, CL:個|个[gè],	5
年代	年代	nian2 dai4	a decade of a century (e.g. the Sixties), age, era, period, CL:個|个[gè],	5
年纪	年紀	nian2 ji4	age, CL:把,個|个[gè],	5
念	念	nian4	to read, to study (a degree course), to read aloud, to miss (sb), idea, remembrance, twenty (banker's anti-fraud numeral corresponding to 廿, 20),	5
念	念	nian4	to read, to study (a degree course), to read aloud, to miss (sb), idea, remembrance, twenty (banker's anti-fraud numeral corresponding to 廿, 20),	5
宁可	寧可	ning4 ke3	preferably, one would prefer to...(or not to...), would rather, (would) be better to, (to pick) the lesser of two evils,	5
牛仔裤	牛仔褲	niu2 zai3 ku4	jeans, CL:條|条[tiáo], also written 牛崽褲|牛崽裤,	5
浓	濃	nong2	concentrated, dense,	5
农民	農民	nong2 min2	peasant, CL:個|个[gè],	5
农业	農業	nong2 ye4	agriculture, farming,	5
女士	女士	nu:3 shi4	lady, madam, CL:個|个,位[wèi], Miss, Ms,	5
偶然	偶然	ou3 ran2	incidentally, occasional, occasionally, by chance, randomly,	5
拍	拍	pai1	to pat, to clap, to slap, to swat, to take (a photo), to shoot (a film), racket (sports), beat (music),	5
排队	排隊	pai2 dui4	to line up,	5
排球	排球	pai2 qiu2	volleyball, CL:個|个[gè],	5
派	派	pa1	clique, school, group, faction, to dispatch, to send, to assign, to appoint, pi (Greek letter Ππ), the circular ratio pi = 3.1415926, (loanword) pie,	5
派	派	pai4	clique, school, group, faction, to dispatch, to send, to assign, to appoint, pi (Greek letter Ππ), the circular ratio pi = 3.1415926, (loanword) pie,	5
盼望	盼望	pan4 wang4	to hope for, to look forward to,	5
赔偿	賠償	pei2 chang2	to compensate,	5
培养	培養	pei2 yang3	to cultivate, to breed, to foster, to nurture, to educate, to groom (for a position), education, fostering, culture (biology),	5
配合	配合	pei4 he2	matching, fitting in with, compatible with, to correspond, to fit, to conform to, rapport, to coordinate with, to act in concert with, to cooperate, to become man and wife, to combine parts of machine,	5
佩服	佩服	pei4 fu2	to admire,	5
盆	盆	pen2	basin, flower pot, unit of volume equal to 12 斗 and 8 升, approx 128 liters, CL:個|个[gè],	5
碰见	碰見	peng4 jian4	to run into, to meet (unexpectedly), to bump into,	5
披	披	pi1	to drape over one's shoulders, to open, to unroll, to split open, to spread out,	5
批	批	pi1	to ascertain, to act on, to criticize, to pass on, classifier for batches, lots, military flights, tier (for the ranking of universities and colleges),	5
批准	批準	pi1 zhun3	to approve, to ratify,	5
疲劳	疲勞	pi2 lao2	fatigue, wearily, weariness, weary,	5
皮鞋	皮鞋	pi2 xie2	leather shoes,	5
匹	匹	pi3	classifier for horses, mules etc, Taiwan pr. [pī], ordinary person, classifier for cloth: bolt, horsepower,	5
匹	匹	pi3	classifier for horses, mules etc, Taiwan pr. [pī], ordinary person, classifier for cloth: bolt, horsepower,	5
片	片	pian1	thin piece, flake, a slice, film, TV play, to slice, to carve thin, partial, incomplete, one-sided, classifier for slices, tablets, tract of land, area of water, classifier for CDs, movies, DVDs etc, used with numeral 一: classifier for scenario, scene, feeling, atmosphere, sound etc,	5
片	片	pian4	thin piece, flake, a slice, film, TV play, to slice, to carve thin, partial, incomplete, one-sided, classifier for slices, tablets, tract of land, area of water, classifier for CDs, movies, DVDs etc, used with numeral 一: classifier for scenario, scene, feeling, atmosphere, sound etc,	5
片面	片面	pian4 mian4	unilateral, one-sided,	5
飘	飄	piao1	to float,	5
飘	飄	piao1	to float,	5
频道	頻道	pin2 dao4	frequency, (television) channel,	5
品种	品種	pin3 zhong3	breed, variety, CL:個|个[gè],	5
凭	憑	ping2	to lean against, to rely on, on the basis of, no matter (how, what etc), proof,	5
凭	憑	ping2	to lean against, to rely on, on the basis of, no matter (how, what etc), proof,	5
平	平	Ping2	flat, level, equal, to tie (make the same score), to draw (score), calm, peaceful, see also 平聲|平声[píng shēng],	5
平	平	ping2	flat, level, equal, to tie (make the same score), to draw (score), calm, peaceful, see also 平聲|平声[píng shēng],	5
平常	平常	ping2 chang2	ordinary, common, usually, ordinarily,	5
平等	平等	ping2 deng3	equal, equality,	5
平方	平方	ping2 fang1	square (as in square foot, square mile, square root),	5
平衡	平衡	ping2 heng2	balance, equilibrium,	5
平静	平靜	ping2 jing4	tranquil, undisturbed, serene,	5
平均	平均	ping2 jun1	average,	5
评价	評價	ping2 jia4	to evaluate, to assess,	5
破产	破產	po4 chan3	to go bankrupt, to become impoverished, bankruptcy,	5
破坏	破壞	po4 huai4	destruction, damage, to wreck, to break, to destroy,	5
迫切	迫切	po4 qie4	urgent, pressing,	5
朴素	樸素	pu3 su4	plain and simple, unadorned, simple living, not frivolous,	5
期待	期待	qi1 dai4	to look forward to, to await, expectation,	5
期间	期間	qi1 jian1	period of time, time, time period, period, CL:個|个[gè],	5
其余	其餘	qi2 yu2	the rest, the others, remaining, remainder, apart from them,	5
奇迹	奇跡	qi2 ji4	miracle, miraculous, wonder, marvel,	5
奇迹	奇跡	qi2 ji4	miracle, miraculous, wonder, marvel,	5
启发	啓發	qi3 fa1	to enlighten, to explain and arouse interest, to inspire, inspiration, heuristic (attributively), to teach, CL:個|个[gè],	5
企图	企圖	qi3 tu2	to attempt, to try, attempt, CL:種|种[zhǒng],	5
企业	企業	qi3 ye4	company, firm, enterprise, corporation, CL:家[jiā],	5
气氛	氣氛	qi4 fen1	atmosphere, mood,	5
汽油	汽油	qi4 you2	gasoline,	5
牵	牽	qian1	to pull (an animal on a tether), to lead along, to hold hands,	5
签字	籤字	qian1 zi4	to sign (a signature),	5
谦虚	謙虛	qian1 xu1	modest, self-effacing, to make modest remarks,	5
前途	前途	qian2 tu2	prospects, future outlook, journey,	5
浅	淺	jian1	shallow, light (color),	5
浅	淺	qian3	shallow, light (color),	5
欠	欠	qian4	deficient, to owe, to lack, yawn,	5
枪	槍	Qiang1	gun, firearm, rifle, spear, thing with shape or function similar to a gun, CL:支,把,杆,條|条,枝[zhī], to substitute for another person in a test, to knock, classifier for rifle shots,	5
枪	槍	qiang1	gun, firearm, rifle, spear, thing with shape or function similar to a gun, CL:支,把,杆,條|条,枝[zhī], to substitute for another person in a test, to knock, classifier for rifle shots,	5
枪	槍	qiang1	gun, firearm, rifle, spear, thing with shape or function similar to a gun, CL:支,把,杆,條|条,枝[zhī], to substitute for another person in a test, to knock, classifier for rifle shots,	5
强调	強調	qiang2 diao4	to emphasize (a statement), to stress,	5
强烈	強烈	qiang2 lie4	intense, (violently) strong,	5
抢	搶	qiang1	to fight over, to rush, to scramble, to grab, to rob, to snatch,	5
抢	搶	qiang3	to fight over, to rush, to scramble, to grab, to rob, to snatch,	5
悄悄	悄悄	qiao1 qiao1	quietly, secretly, stealthily, quiet, worried, Taiwan pr. [qiǎo qiǎo],	5
瞧	瞧	qiao2	to look at, to see, to see (a doctor), to visit,	5
巧妙	巧妙	qiao3 miao4	ingenious, clever, ingenuity, artifice,	5
切	切	qie1	to cut, to slice, tangent (math),	5
切	切	qie4	to cut, to slice, tangent (math),	5
亲爱	親愛	qin1 ai4	dear, beloved, darling,	5
亲切	親切	qin1 qie4	amiable, cordial, close and dear, familiar,	5
亲自	親自	qin1 zi4	personally,	5
侵略	侵略	qin1 lu:e4	invasion, encroachment,	5
勤奋	勤奮	qin2 fen4	hardworking, diligent,	5
勤劳	勤勞	qin2 lao2	hardworking, industrious, diligent,	5
青	青	Qing1	nature's color, green or blue, greenish black, youth, young (of people), abbr. for Qinghai province 青海,	5
青	青	qing1	nature's color, green or blue, greenish black, youth, young (of people), abbr. for Qinghai province 青海,	5
青春	青春	qing1 chun1	youth, youthfulness,	5
青少年	青少年	qing1 shao4 nian2	adolescent, youth, teenager,	5
轻视	輕視	qing1 shi4	contempt, contemptuous, to despise, to scorn, scornful,	5
清淡	清淡	qing1 dan4	light (of food, not greasy or strongly flavored), insipid, slack (sales),	5
情景	情景	qing2 jing3	scene, sight, circumstances, CL:個|个[gè],	5
情绪	情緒	qing2 xu4	mood, state of mind, moodiness, CL:種|种[zhǒng],	5
请求	請求	qing3 qiu2	request, CL:個|个[gè],	5
庆祝	慶祝	qing4 zhu4	to celebrate,	5
球迷	球迷	qiu2 mi2	soccer fan, crazy about ball sports, CL:個|个[gè],	5
趋势	趨勢	qu1 shi4	trend, tendency,	5
娶	娶	qu3	to take a wife, to marry (a woman),	5
取消	取消	qu3 xiao1	to cancel, cancellation,	5
去世	去世	qu4 shi4	to pass away, to die,	5
圈	圈	juan1	circle, ring, loop, classifier for loops, orbits, laps of race etc, CL:個|个[gè], to surround, to circle,	5
圈	圈	juan4	circle, ring, loop, classifier for loops, orbits, laps of race etc, CL:個|个[gè], to surround, to circle,	5
圈	圈	quan1	circle, ring, loop, classifier for loops, orbits, laps of race etc, CL:個|个[gè], to surround, to circle,	5
全面	全面	quan2 mian4	all-around, comprehensive, total, overall,	5
权力	權力	quan2 li4	power, authority,	5
权利	權利	quan2 li4	power, right, privilege,	5
劝	勸	quan4	to advise, to urge, to try to persuade, to exhort,	5
缺乏	缺乏	que1 fa2	shortage, be lacking, to be short of, to lack, scarcity,	5
确定	確定	que4 ding4	definite, certain, fixed, to fix (on sth), to determine, to be sure, to ensure, to make certain, to ascertain, to clinch, to recognize, to confirm, OK (on computer dialog box),	5
确认	確認	que4 ren4	to confirm, to verify, confirmation,	5
燃烧	燃燒	ran2 shao1	to ignite, to combust, to burn, combustion, flaming,	5
嚷	嚷	rang3	blurt out, to shout,	5
绕	繞	rao4	to wind, to coil (thread), to rotate around, to spiral, to move around, to go round (an obstacle), to by-pass, to make a detour, to confuse, to perplex,	5
绕	繞	rao4	to wind, to coil (thread), to rotate around, to spiral, to move around, to go round (an obstacle), to by-pass, to make a detour, to confuse, to perplex,	5
热爱	熱愛	re4 ai4	to love ardently, to adore,	5
热烈	熱烈	re4 lie4	warm (welcome etc),	5
热心	熱心	re4 xin1	enthusiasm, zeal, zealous, zest, enthusiastic, ardent, warmhearted,	5
人才	人才	ren2 cai2	a person's talent, talented person, distinguished person, a talent (worth head-hunting), person's looks, an attractive woman, used interchangeably with 人材, CL:個|个[gè],	5
人口	人口	ren2 kou3	population,	5
人类	人類	ren2 lei4	humanity, human race, mankind,	5
人生	人生	ren2 sheng1	life (one's time on earth),	5
人事	人事	ren2 shi4	human affairs, ways of the world, consciousness of the world, what is humanly possible, personnel matters, sexual awareness, sexual passion, facts of life,	5
人物	人物	ren2 wu4	person, character (in a play, novel etc), protagonist, CL:個|个[gè],	5
人员	人員	ren2 yuan2	staff, crew, personnel, CL:個|个[gè],	5
忍不住	忍不住	ren3 bu5 zhu4	cannot help, unable to bear,	5
日常	日常	ri4 chang2	daily, everyday,	5
日程	日程	ri4 cheng2	schedule, itinerary, CL:個|个[gè],	5
日历	日歷	ri4 li4	calendar, CL:張|张,本[běn],	5
日期	日期	ri4 qi1	date, CL:個|个[gè],	5
日用品	日用品	ri4 yong4 pin3	articles for daily use, CL:件,個|个[gè],	5
融化	融化	rong2 hua4	to melt, to thaw, to dissolve, to blend into, to combine, to fuse,	5
荣幸	榮幸	rong2 xing4	honored,	5
荣誉	榮譽	rong2 yu4	honor, credit, glory, (honorable) reputation, honorary,	5
如何	如何	ru2 he2	how, what way, what,	5
如今	如今	ru2 jin1	nowadays, now,	5
软件	軟件	ruan3 jian4	(computer) software,	5
弱	弱	ruo4	weak, feeble, young, inferior, (following a decimal or fraction) slightly less than,	5
洒	灑	sa3	to sprinkle, to spray, to spill, to shed,	5
嗓子	嗓子	sang3 zi5	throat, voice, CL:把[bǎ],	5
杀	殺	sha1	to kill, to murder, to fight, to weaken or reduce, to smart (topolect), to counteract, (used after a verb) extremely,	5
沙漠	沙漠	sha1 mo4	desert, CL:個|个[gè],	5
沙滩	沙灘	sha1 tan1	beach, sandy shore, CL:片[piàn],	5
傻	傻	sha3	foolish,	5
晒	曬	shai4	"to dry in the sun, to sunbathe, to share files (loan from ""share""),"	5
晒	曬	shai4	"to dry in the sun, to sunbathe, to share files (loan from ""share""),"	5
删除	刪除	shan1 chu2	to delete, to cancel,	5
闪电	閃電	shan3 dian4	lightning, CL:道[dào],	5
善良	善良	shan4 liang2	good and honest, kind-hearted,	5
善于	善於	shan4 yu2	to be good at, to be adept at,	5
扇子	扇子	shan4 zi5	fan, CL:把[bǎ],	5
商品	商品	shang1 pin3	good, commodity, merchandise, CL:個|个[gè],	5
商业	商業	shang1 ye4	business, trade, commerce,	5
上当	上當	shang4 dang4	taken in (by sb's deceit), to be fooled, to be duped,	5
勺子	勺子	shao2 zi5	scoop, ladle, CL:把[bǎ],	5
蛇	蛇	she2	snake, serpent, CL:條|条[tiáo],	5
蛇	蛇	she2	snake, serpent, CL:條|条[tiáo],	5
蛇	蛇	yi2	snake, serpent, CL:條|条[tiáo],	5
舌头	舌頭	she2 tou5	tongue, CL:個|个[gè], enemy soldier captured for the purpose of extracting information,	5
舍不得	舍不得	she3 bu5 de5	to hate to do sth, to hate to part with, to begrudge,	5
设备	設備	she4 bei4	equipment, facilities, installations, CL:個|个[gè],	5
设计	設計	she4 ji4	plan, design, to design, to plan, CL:個|个[gè],	5
设施	設施	she4 shi1	facilities, installation,	5
射击	射擊	she4 ji1	to shoot, to fire (a gun),	5
摄影	攝影	she4 ying3	to take a photograph, photography, to shoot (a movie),	5
伸	伸	shen1	to stretch, to extend,	5
深刻	深刻	shen1 ke4	profound, deep, deep-going,	5
身材	身材	shen1 cai2	stature, build (height and weight), figure,	5
身份	身份	shen1 fen4	identity, status, capacity, dignity, position, rank,	5
神话	神話	shen2 hua4	legend, fairy tale, myth, mythology,	5
神经	神經	shen2 jing1	nerve,	5
神秘	神祕	shen2 mi4	mysterious, mystery,	5
升	升	sheng1	variant of 升[shēng],	5
升	升	sheng1	variant of 升[shēng],	5
升	升	sheng1	variant of 升[shēng],	5
生产	生產	sheng1 chan3	childbirth, parturition, to produce, manufacture,	5
生动	生動	sheng1 dong4	vivid, lively,	5
声调	聲調	sheng1 diao4	tone, note, a tone (on a Chinese syllable), CL:個|个[gè],	5
绳子	繩子	sheng2 zi5	cord, string, rope, CL:條|条[tiáo],	5
省略	省略	sheng3 lu:e4	to leave out, an omission,	5
胜利	勝利	sheng4 li4	victory, CL:個|个[gè],	5
诗	詩	Shi1	poem, CL:首[shǒu], poetry, verse, abbr. for Book of Songs 詩經|诗经[Shī Jīng],	5
诗	詩	shi1	poem, CL:首[shǒu], poetry, verse, abbr. for Book of Songs 詩經|诗经[Shī Jīng],	5
失眠	失眠	shi1 mian2	to suffer from insomnia,	5
失去	失去	shi1 qu4	to lose,	5
失业	失業	shi1 ye4	unemployment, to lose one's job,	5
时代	時代	Shi2 dai4	age, era, epoch, period, CL:個|个[gè],	5
时代	時代	shi2 dai4	age, era, epoch, period, CL:個|个[gè],	5
时刻	時刻	shi2 ke4	moment, CL:個|个[gè], constantly, always,	5
时髦	時髦	shi2 mao2	in vogue, fashionable,	5
时期	時期	shi2 qi1	period, phase, CL:個|个[gè],	5
时尚	時尚	shi2 shang4	fashion, fad, fashionable,	5
实话	實話	shi2 hua4	truth,	5
实践	實踐	shi2 jian4	to practice, to put into practice, to fulfill,	5
实习	實習	shi2 xi2	to practice, field work, to intern, internship,	5
实现	實現	shi2 xian4	to achieve, to implement, to realize, to bring about,	5
实行	實行	shi2 xing2	to implement, to carry out, to put into practice,	5
实验	實驗	shi2 yan4	experiment, test, CL:個|个,次[cì], experimental, to experiment,	5
实用	實用	shi2 yong4	practical, functional, pragmatic, applied (science),	5
食物	食物	shi2 wu4	food, CL:種|种[zhǒng],	5
石头	石頭	shi2 tou5	stone, CL:塊|块[kuài],	5
使劲儿	使勁兒	shi3 jin4 r5	Rearing,	5
始终	始終	shi3 zhong1	from beginning to end, all along,	5
是否	是否	shi4 fou3	whether (or not), if, is or isn't,	5
试卷	試卷	shi4 juan4	examination paper, test paper, CL:份,張|张[zhāng],	5
士兵	士兵	shi4 bing1	soldier, CL:個|个[gè],	5
似的	似的	shi4 de5	seems as if, rather like,	5
事实	事實	shi4 shi2	fact, CL:個|个[gè],	5
事物	事物	shi4 wu4	thing, object, CL:個|个[gè],	5
事先	事先	shi4 xian1	in advance, before the event, beforehand, prior,	5
收获	收獲	shou1 huo4	to harvest, to reap, to gain, crop, harvest, profit, gain, bonus, reward,	5
收获	收獲	shou1 huo4	to harvest, to reap, to gain, crop, harvest, profit, gain, bonus, reward,	5
收据	收據	shou1 ju4	receipt, CL:張|张[zhāng],	5
手工	手工	shou3 gong1	handwork, manual,	5
手术	手術	shou3 shu4	(surgical) operation, surgery, CL:個|个[gè],	5
手套	手套	shou3 tao4	glove, mitten, CL:雙|双,隻|只[zhī],	5
手续	手續	shou3 xu4	procedure, CL:道,個|个[gè], formalities,	5
手指	手指	shou3 zhi3	finger, CL:個|个,隻|只[zhī],	5
受伤	受傷	shou4 shang1	to sustain injuries, wounded (in an accident etc), harmed,	5
寿命	壽命	shou4 ming4	life span, life expectancy,	5
书架	書架	shu1 jia4	bookshelf, CL:個|个[gè],	5
输入	輸入	shu1 ru4	to import, to input,	5
蔬菜	蔬菜	shu1 cai4	vegetables, produce, CL:種|种[zhǒng],	5
舒适	舒適	shu1 shi4	cozy, snug,	5
梳子	梳子	shu1 zi5	comb, CL:把[bǎ],	5
熟练	熟練	shu2 lian4	practiced, proficient, skilled, skillful,	5
鼠标	鼠標	shu3 biao1	mouse (computing),	5
属于	屬於	shu3 yu2	to be classified as, to belong to, to be part of,	5
数据	數據	shu4 ju4	data, numbers, digital,	5
数码	數碼	shu4 ma3	number, numerals, figures, digital, amount, numerical code,	5
摔	摔	shuai1	to throw down, to fall, to drop and break,	5
甩	甩	shuai3	to throw, to fling, to swing, to leave behind, to throw off, to dump (sb),	5
双方	雙方	shuang1 fang1	bilateral, both sides, both parties involved,	5
税	稅	shui4	taxes, duties,	5
说不定	說不定	shuo1 bu5 ding4	can't say for sure, maybe,	5
说服	說服	shuo1 fu2	to persuade, to convince, to talk sb over, Taiwan pr. [shuì fú],	5
撕	撕	si1	to tear,	5
丝绸	絲綢	si1 chou2	silk cloth, silk,	5
丝毫	絲毫	si1 hao2	the slightest amount or degree, a bit,	5
思考	思考	si1 kao3	to reflect on, to ponder over,	5
思想	思想	si1 xiang3	thought, thinking, idea, ideology, CL:個|个[gè],	5
私人	私人	si1 ren2	private, personal, interpersonal, sb with whom one has a close personal relationship, a member of one's clique,	5
似乎	似乎	si4 hu1	apparently, to seem, to appear, as if, seemingly,	5
寺庙	寺廟	si4 miao4	temple, monastery, shrine,	5
宿舍	宿舍	su4 she4	dormitory, dorm room, living quarters, hostel, CL:間|间[jiān],	5
随时	隨時	sui2 shi2	at any time, at all times, at the right time,	5
碎	碎	sui4	to break down, to break into pieces, fragmentary,	5
损失	損失	sun3 shi1	loss, damage, CL:個|个[gè], to lose, to damage,	5
缩短	縮短	suo1 duan3	to curtail, to cut down,	5
缩小	縮小	suo1 xiao3	to reduce, to decrease, to shrink,	5
锁	鎖	suo3	to lock up, to lock, CL:把[bǎ],	5
锁	鎖	suo3	to lock up, to lock, CL:把[bǎ],	5
所	所	suo3	actually, place, classifier for houses, small buildings, institutions etc, that which, particle introducing a relative clause or passive, CL:個|个[gè],	5
所谓	所謂	suo3 wei4	so-called, what is called,	5
塔	塔	ta3	pagoda, tower, minaret, stupa (abbr. loanword from Sanskrit tapo), CL:座[zuò],	5
塔	塔	ta3	pagoda, tower, minaret, stupa (abbr. loanword from Sanskrit tapo), CL:座[zuò],	5
台阶	臺階	tai2 jie1	steps, flight of steps, step (over obstacle), fig. way out of an embarrassing situation, bench (geology),	5
太极拳	太極拳	tai4 ji2 quan2	shadowboxing or Taiji, T'aichi or T'aichichuan, traditional form of physical exercise or relaxation, a martial art,	5
太太	太太	tai4 tai5	married woman, Mrs., Madam, wife, CL:個|个,位[wèi],	5
谈判	談判	tan2 pan4	to negotiate, negotiation, talks, conference, CL:個|个[gè],	5
坦率	坦率	tan3 shuai4	frank (discussion), blunt, open,	5
烫	燙	tang4	to scald, to burn, to iron, hot,	5
桃	桃	tao2	peach,	5
逃	逃	tao2	to escape, to run away, to flee,	5
逃避	逃避	tao2 bi4	to escape, to evade, to avoid, to shirk,	5
套	套	tao4	cover, sheath, to encase, a case, to overlap, to interleave, bend (of a river or mountain range, in place names), harness, classifier for sets, collections, tau (Greek letter Ττ),	5
特殊	特殊	te4 shu1	special, particular, unusual, extraordinary,	5
特意	特意	te4 yi4	specially, intentionally,	5
特征	特徵	te4 zheng1	characteristic, diagnostic property, distinctive feature, trait,	5
疼爱	疼愛	teng2 ai4	to love dearly,	5
提	提	di1	to carry (hanging down from the hand), to lift, to put forward, to mention, to raise (an issue), upwards character stroke, lifting brush stroke (in painting), scoop for measuring liquid,	5
提	提	ti2	to carry (hanging down from the hand), to lift, to put forward, to mention, to raise (an issue), upwards character stroke, lifting brush stroke (in painting), scoop for measuring liquid,	5
提倡	提倡	ti2 chang4	to promote, to advocate,	5
提纲	提綱	ti2 gang1	the key point, outline,	5
提问	提問	ti2 wen4	to question, to quiz, to grill,	5
题目	題目	ti2 mu4	subject, title, topic, CL:個|个[gè],	5
体会	體會	ti3 hui4	to know from experience, to learn through experience, to realize, understanding, experience,	5
体积	體積	ti3 ji1	volume, bulk, CL:個|个[gè],	5
体贴	體貼	ti3 tie1	considerate (of other people's needs),	5
体现	體現	ti3 xian4	to embody, to reflect, to incarnate,	5
体验	體驗	ti3 yan4	to experience for oneself,	5
天空	天空	tian1 kong1	sky,	5
天真	天真	tian1 zhen1	naive, innocent, artless,	5
田野	田野	tian2 ye3	field, open land, CL:片[piàn],	5
调皮	調皮	tiao2 pi2	naughty, mischievous, unruly,	5
调整	調整	tiao2 zheng3	to adjust, adjustment, revision, CL:個|个[gè],	5
挑战	挑戰	tiao3 zhan4	to challenge, challenge,	5
通常	通常	tong1 chang2	regular, usual, normal, usually, normally,	5
