simplified	traditional	pinyin	eng	level
通讯	通訊	tong1 xun4	communications, news story, dispatch, CL:個|个[gè],	5
铜	銅	tong2	copper (chemistry), see also 紅銅|红铜[hóng tóng], CL:塊|块[kuài],	5
同时	同時	tong2 shi2	at the same time, simultaneously,	5
统一	統一	Tong3 yi1	to unify, to unite, to integrate,	5
统一	統一	tong3 yi1	to unify, to unite, to integrate,	5
统治	統治	tong3 zhi4	to rule (a country), to govern, rule, regime,	5
痛苦	痛苦	tong4 ku3	pain, suffering, painful, CL:個|个[gè],	5
痛快	痛快	tong4 kuai4	overjoyed, delighted, happily, heartily, enjoying, also pr. [tòng kuai],	5
投资	投資	tou2 zi1	investment, to invest,	5
透明	透明	tou4 ming2	transparent, open (non-secretive),	5
突出	突出	tu1 chu1	prominent, outstanding, to give prominence to, to protrude, to project,	5
土地	土地	tu3 di4	land, soil, territory, CL:片[piàn],	5
土地	土地	tu3 di5	land, soil, territory, CL:片[piàn],	5
土豆	土豆	tu3 dou4	potato, CL:個|个[gè], peanut (Taiwan), CL:顆|颗[kē],	5
吐	吐	tu3	to vomit, to throw up,	5
吐	吐	tu4	to vomit, to throw up,	5
兔子	兔子	tu4 zi5	hare, rabbit, CL:隻|只[zhī],	5
团	團	tuan2	dumpling,	5
团	團	tuan2	dumpling,	5
推辞	推辭	tui1 ci2	to decline (an appointment, invitation etc),	5
推广	推廣	tui1 guang3	to extend, to spread, to popularize, generalization, promotion (of a product etc),	5
推荐	推薦	tui1 jian4	to recommend, recommendation,	5
退	退	tui4	to retreat, to decline, to move back, to withdraw,	5
退步	退步	tui4 bu4	to do less well than before, to make a concession, setback, backward step, leeway, room to maneuver, fallback,	5
退休	退休	tui4 xiu1	to retire, retirement (from work),	5
歪	歪	wai1	askew, at a crooked angle, devious, noxious,	5
歪	歪	wai3	askew, at a crooked angle, devious, noxious,	5
外交	外交	wai4 jiao1	diplomacy, diplomatic, foreign affairs, CL:個|个[gè],	5
弯	彎	wan1	bend, bent, CL:道[dào],	5
完美	完美	wan2 mei3	perfect, perfection, perfectly,	5
完善	完善	wan2 shan4	perfect, to make perfect, to improve,	5
完整	完整	wan2 zheng3	complete, intact,	5
玩具	玩具	wan2 ju4	plaything, toy,	5
万一	萬一	wan4 yi1	just in case, if by any chance, contingency,	5
王子	王子	wang2 zi3	prince, son of a king,	5
往返	往返	wang3 fan3	to go back and forth, to go to and fro, round trip,	5
微笑	微笑	wei1 xiao4	smile, CL:個|个,絲|丝[sī], to smile,	5
威胁	威脅	wei1 xie2	to threaten, to menace,	5
危害	危害	wei1 hai4	to jeopardize, to harm, to endanger, CL:個|个[gè],	5
违反	違反	wei2 fan3	to violate (a law),	5
维护	維護	wei2 hu4	to defend, to safeguard, to protect, to uphold, to maintain,	5
围巾	圍巾	wei2 jin1	scarf, shawl, CL:條|条[tiáo],	5
围绕	圍繞	wei2 rao4	to revolve around, to center on (an issue),	5
唯一	唯一	wei2 yi1	only, sole,	5
尾巴	尾巴	wei3 ba5	tail,	5
伟大	偉大	wei3 da4	great, mighty, large,	5
委屈	委屈	wei3 qu5	to feel wronged, to cause sb to feel wronged, grievance,	5
委托	委託	wei3 tuo1	to entrust, to trust, to commission,	5
胃	胃	wei4	stomach, CL:個|个[gè],	5
位置	位置	wei4 zhi5	position, place, seat, CL:個|个[gè],	5
未必	未必	wei4 bi4	not necessarily, maybe not,	5
未来	未來	wei4 lai2	future, tomorrow, CL:個|个[gè], approaching, coming, pending,	5
卫生间	衛生間	wei4 sheng1 jian1	bathroom, toilet, WC, CL:間|间[jiān],	5
温暖	溫暖	wen1 nuan3	warm,	5
温柔	溫柔	wen1 rou2	gentle and soft, tender,	5
闻	聞	Wen2	to hear, news, well-known, famous, reputation, fame, to smell, to sniff at,	5
闻	聞	wen2	to hear, news, well-known, famous, reputation, fame, to smell, to sniff at,	5
文件	文件	wen2 jian4	document, file, CL:份[fèn],	5
文具	文具	wen2 ju4	stationery, item of stationery (pen, pencil, eraser, pencil sharpener etc),	5
文明	文明	wen2 ming2	civilized, civilization, culture, CL:個|个[gè],	5
文学	文學	wen2 xue2	literature, CL:種|种[zhǒng],	5
吻	吻	wen3	kiss, to kiss, mouth,	5
吻	吻	wen3	kiss, to kiss, mouth,	5
稳定	穩定	wen3 ding4	steady, stable, stability, to stabilize, to pacify,	5
问候	問候	wen4 hou4	to give one's respects, to send a greeting,	5
卧室	臥室	wo4 shi4	bedroom, CL:間|间[jiān],	5
屋子	屋子	wu1 zi5	house, room, CL:間|间[jiān],	5
无奈	無奈	wu2 nai4	helpless, without choice, for lack of better option, grudgingly, willy-nilly, nolens volens, abbr. for 無可奈何|无可奈何[wú kě nài hé],	5
无数	無數	wu2 shu4	countless, numberless, innumerable,	5
武器	武器	wu3 qi4	weapon, arms, CL:種|种[zhǒng],	5
武术	武術	wu3 shu4	military skill or technique (in former times), all kinds of martial art sports (some claiming spiritual development), self-defense, tradition of choreographed fights from opera and film (recent usage), also called kungfu 功夫, CL:種|种[zhǒng],	5
雾	霧	wu4	fog, mist, CL:場|场,陣|阵[zhèn],	5
物理	物理	wu4 li3	physics, physical,	5
物质	物質	wu4 zhi4	matter, substance, material, materialistic, CL:個|个[gè],	5
吸收	吸收	xi1 shou1	to absorb, to assimilate, to ingest, to recruit,	5
系	系	xi4	to connect, to arrest, to worry,	5
系	系	xi4	to connect, to arrest, to worry,	5
系	系	ji4	to connect, to arrest, to worry,	5
系	系	xi4	to connect, to arrest, to worry,	5
系统	系統	xi4 tong3	system, CL:個|个[gè],	5
细节	細節	xi4 jie2	details, particulars,	5
戏剧	戲劇	xi4 ju4	drama, play, theater,	5
瞎	瞎	xia1	blind, groundlessly, foolishly, to no purpose,	5
吓	嚇	he4	to frighten, to scare,	5
吓	嚇	xia4	to frighten, to scare,	5
下载	下載	xia4 zai3	to download, also pr. [xià zài],	5
鲜艳	鮮豔	xian1 yan4	bright-colored, gaily-colored,	5
鲜艳	鮮豔	xian1 yan4	bright-colored, gaily-colored,	5
显得	顯得	xian3 de5	to seem, to look, to appear,	5
显然	顯然	xian3 ran2	clear, evident, obvious(ly),	5
显示	顯示	xian3 shi4	to show, to illustrate, to display, to demonstrate,	5
县	縣	xian4	county,	5
现金	現金	xian4 jin1	cash,	5
现实	現實	xian4 shi2	reality, actuality, real, actual, realistic,	5
现象	現象	xian4 xiang4	appearance, phenomenon, CL:個|个,種|种[zhǒng],	5
相处	相處	xiang1 chu3	to be in contact with, to associate with, to have dealings with,	5
相当	相當	xiang1 dang1	equivalent to, appropriate, considerably, to a certain extent, fairly, quite,	5
相对	相對	xiang1 dui4	relatively, opposite, to resist, to oppose, relative, vis-a-vis, counterpart,	5
相关	相關	xiang1 guan1	to be interrelated, (statistics) correlation,	5
相似	相似	xiang1 si4	to resemble, similar, like, resemblance, similarity,	5
想念	想念	xiang3 nian4	to miss, to remember with longing, to long to see again,	5
想象	想象	xiang3 xiang4	to imagine, to fancy, CL:個|个[gè],	5
享受	享受	xiang3 shou4	to enjoy, to live it up, pleasure, CL:種|种[zhǒng],	5
项	項	Xiang4	back of neck, item, thing, term (in a mathematical formula), sum (of money), classifier for principles, items, clauses, tasks, research projects etc,	5
项	項	xiang4	back of neck, item, thing, term (in a mathematical formula), sum (of money), classifier for principles, items, clauses, tasks, research projects etc,	5
项链	項鏈	xiang4 lian4	necklace, CL:條|条[tiáo],	5
项目	項目	xiang4 mu4	item, project, sports event, CL:個|个[gè],	5
橡皮	橡皮	xiang4 pi2	rubber, an eraser, CL:塊|块[kuài],	5
象棋	象棋	xiang4 qi2	Chinese chess, CL:副[fù],	5
象征	象徵	xiang4 zheng1	emblem, symbol, token, badge, to symbolize, to signify, to stand for,	5
消费	消費	xiao1 fei4	to consume, CL:個|个[gè],	5
消化	消化	xiao1 hua4	to digest, digestion, digestive,	5
消灭	消滅	xiao1 mie4	to put an end to, to annihilate, to cause to perish, to perish, annihilation (in quantum field theory),	5
消失	消失	xiao1 shi1	to disappear, to fade away,	5
销售	銷售	xiao1 shou4	to sell, market, sales,	5
小吃	小喫	xiao3 chi1	snack, refreshments, CL:家[jiā],	5
小伙子	小夥子	xiao3 huo3 zi5	young man, young guy, lad, youngster, CL:個|个[gè],	5
小麦	小麥	xiao3 mai4	wheat, CL:粒[lì],	5
小气	小氣	xiao3 qi4	stingy, petty, miserly, narrow-minded,	5
小偷	小偷	xiao3 tou1	thief,	5
效率	效率	xiao4 lu:4	efficiency,	5
孝顺	孝順	xiao4 shun4	filial piety, to be obedient to one's parents,	5
歇	歇	xie1	to rest,	5
斜	斜	xie2	inclined, slanting, oblique, tilting,	5
协调	協調	xie2 tiao2	to coordinate, to harmonize, negotiation,	5
心理	心理	xin1 li3	mental, psychological,	5
心脏	心髒	xin1 zang4	heart, CL:顆|颗,個|个[gè],	5
欣赏	欣賞	xin1 shang3	to appreciate, to enjoy, to admire,	5
信封	信封	xin4 feng1	envelope, CL:個|个[gè],	5
信号	信號	xin4 hao4	signal,	5
信息	信息	xin4 xi1	information, news, message,	5
行动	行動	xing2 dong4	operation, action, to move, mobile, CL:個|个[gè],	5
行人	行人	xing2 ren2	pedestrian, traveler on foot, passer-by, official responsible for arranging audiences with the emperor,	5
行为	行爲	xing2 wei2	action, conduct, behavior, activity,	5
形成	形成	xing2 cheng2	to form, to take shape,	5
形容	形容	xing2 rong2	to describe, description, appearance, look,	5
形式	形式	xing2 shi4	form, shape, situation, circumstance, CL:個|个[gè],	5
形势	形勢	xing2 shi4	circumstances, situation, terrain, CL:個|个[gè],	5
形象	形象	xing2 xiang4	image, form, figure, CL:個|个[gè], visualization, vivid,	5
形状	形狀	xing2 zhuang4	form, shape, CL:個|个[gè],	5
性质	性質	xing4 zhi4	nature, characteristic, CL:個|个[gè],	5
幸亏	幸虧	xing4 kui1	fortunately, luckily,	5
幸运	幸運	xing4 yun4	fortunate, lucky, fortune, luck,	5
胸	胸	xiong1	chest, bosom, heart, mind, thorax,	5
胸	胸	xiong1	chest, bosom, heart, mind, thorax,	5
兄弟	兄弟	xiong1 di4	brothers, younger brother, CL:個|个[gè], I, me (humble term used by men in public speech), brotherly, fraternal,	5
雄伟	雄偉	xiong2 wei3	grand, imposing, magnificent, majestic,	5
修改	修改	xiu1 gai3	to amend, to alter, to modify,	5
休闲	休閒	xiu1 xian2	leisure, relaxation, not working, idle, to enjoy leisure, to lie fallow,	5
虚心	虛心	xu1 xin1	modest,	5
叙述	敘述	xu4 shu4	to relate (a story or information), to tell or talk about, to recount, narration, telling, narrative, account,	5
宣布	宣布	xuan1 bu4	to declare, to announce, to proclaim,	5
宣传	宣傳	xuan1 chuan2	to disseminate, to give publicity to, propaganda, CL:個|个[gè],	5
选举	選舉	xuan3 ju3	to elect, election, CL:次,個|个[gè],	5
学期	學期	xue2 qi1	term, semester, CL:個|个[gè],	5
学术	學術	xue2 shu4	learning, science, academic, CL:個|个[gè],	5
学问	學問	xue2 wen4	learning, knowledge, CL:個|个[gè],	5
寻找	尋找	xun2 zhao3	to seek, to look for,	5
询问	詢問	xun2 wen4	to inquire,	5
训练	訓練	xun4 lian4	to train, to drill, training, CL:個|个[gè],	5
迅速	迅速	xun4 su4	rapid, speedy, fast,	5
延长	延長	Yan2 chang2	to prolong, to extend, to delay,	5
延长	延長	yan2 chang2	to prolong, to extend, to delay,	5
严肃	嚴肅	yan2 su4	solemn, grave, serious, earnest, severe,	5
宴会	宴會	yan4 hui4	banquet, feast, dinner party, CL:席,個|个[gè],	5
阳台	陽臺	yang2 tai2	balcony, porch,	5
阳台	陽臺	yang2 tai2	balcony, porch,	5
痒	癢	yang3	to itch, to tickle,	5
痒	癢	yang3	to itch, to tickle,	5
样式	樣式	yang4 shi4	type, style,	5
腰	腰	yao1	waist, lower back, pocket, middle, loins,	5
摇	搖	Yao2	to shake, to rock, to row,	5
摇	搖	yao2	to shake, to rock, to row,	5
咬	咬	yao3	to bite, to nip,	5
咬	咬	yao3	to bite, to nip,	5
要不	要不	yao4 bu4	otherwise, or else, how about...?, either... (or...),	5
要是	要是	yao4 shi5	if,	5
夜	夜	ye4	night,	5
夜	夜	ye4	night,	5
液体	液體	ye4 ti3	liquid,	5
业务	業務	ye4 wu4	business, professional work, service, CL:項|项[xiàng],	5
业余	業餘	ye4 yu2	spare time, amateur, extra-curricular,	5
依然	依然	yi1 ran2	still, as before,	5
一辈子	一輩子	yi1 bei4 zi5	(for) a lifetime,	5
一旦	一旦	yi1 dan4	in case (sth happens), if, once (sth happens, then...), when, in a short time, in one day,	5
一路	一路	yi1 lu4	the whole journey, all the way, going the same way, going in the same direction, of the same kind,	5
一致	一致	yi1 zhi4	unanimous, identical (views or opinions),	5
遗憾	遺憾	yi2 han4	regret, to regret, to be sorry that,	5
移动	移動	yi2 dong4	to move, movement, migration, mobile, portable,	5
移民	移民	yi2 min2	to immigrate, to migrate, emigrant, immigrant,	5
疑问	疑問	yi2 wen4	question, interrogation, doubt,	5
乙	乙	yi3	"second of 10 heavenly stems 十天干, second in order, letter ""B"" or roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc, second party (in legal contract, usually 乙方, as opposed to 甲方), ethyl, bent, winding, radical in Chinese characters (Kangxi radical 5),"	5
乙	乙	zhe2	"second of 10 heavenly stems 十天干, second in order, letter ""B"" or roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc, second party (in legal contract, usually 乙方, as opposed to 甲方), ethyl, bent, winding, radical in Chinese characters (Kangxi radical 5),"	5
以及	以及	yi3 ji2	as well as, too, and,	5
以来	以來	yi3 lai2	since (a previous event),	5
意外	意外	yi4 wai4	unexpected, accident, mishap, CL:個|个[gè],	5
意义	意義	yi4 yi4	sense, meaning, significance, importance, CL:個|个[gè],	5
议论	議論	yi4 lun4	to comment, to talk about, to discuss, discussion, CL:個|个[gè],	5
义务	義務	yi4 wu4	duty, obligation, commitment, volunteer duty, CL:項|项[xiàng], mandatory, voluntary,	5
因而	因而	yin1 er2	therefore, as a result, thus, and as a result, ...,	5
因素	因素	yin1 su4	element, factor, CL:個|个[gè],	5
银	銀	yin2	silver, silver-colored, relating to money or currency,	5
英俊	英俊	ying1 jun4	handsome,	5
英雄	英雄	ying1 xiong2	hero, CL:個|个[gè],	5
迎接	迎接	ying2 jie1	to meet, to welcome, to greet,	5
营养	營養	ying2 yang3	nutrition, nourishment, CL:種|种[zhǒng],	5
营业	營業	ying2 ye4	to do business, to trade,	5
影子	影子	ying3 zi5	shadow, reflection, CL:個|个[gè],	5
硬币	硬幣	ying4 bi4	coin, CL:枚[méi],	5
硬件	硬件	ying4 jian4	hardware,	5
应付	應付	ying4 fu5	to deal with, to cope,	5
应聘	應聘	ying4 pin4	to accept a job offer, to apply for an advertised position,	5
应用	應用	ying4 yong4	to use, to apply, application, applicable,	5
拥抱	擁抱	yong1 bao4	to embrace, to hug,	5
拥挤	擁擠	yong1 ji3	crowded, to throng, congestion,	5
勇气	勇氣	yong3 qi4	courage, valor,	5
用途	用途	yong4 tu2	use, application,	5
优惠	優惠	you1 hui4	preferential, favorable,	5
优美	優美	you1 mei3	graceful, fine, elegant,	5
优势	優勢	you1 shi4	superiority, dominance, advantage,	5
悠久	悠久	you1 jiu3	established, long,	5
邮局	郵局	you2 ju2	post office, CL:家,個|个[gè],	5
游览	遊覽	you2 lan3	to go sight-seeing, to tour, to visit, CL:次[cì],	5
油炸	油炸	you2 zha2	to deep fry,	5
犹豫	猶豫	you2 yu4	to hesitate,	5
有利	有利	you3 li4	advantageous, to have advantages, favorable,	5
幼儿园	幼兒園	you4 er2 yuan2	kindergarten, nursery school,	5
娱乐	娛樂	yu2 le4	to entertain, to amuse, entertainment, recreation, amusement, hobby, fun, joy,	5
与其	與其	yu3 qi2	rather than..., 與其|与其 A 不如 B (rather than A, better to B),	5
语气	語氣	yu3 qi4	tone, manner of speaking, mood, CL:個|个[gè],	5
宇宙	宇宙	yu3 zhou4	universe, cosmos,	5
预报	預報	yu4 bao4	forecast,	5
预订	預訂	yu4 ding4	to place an order, to book ahead,	5
预防	預防	yu4 fang2	to prevent, to take precautions against, to protect, to guard against, precautionary, prophylactic,	5
玉米	玉米	yu4 mi3	corn, maize, CL:粒[lì],	5
元旦	元旦	Yuan2 dan4	New Year's Day,	5
原料	原料	yuan2 liao4	raw material, CL:個|个[gè],	5
原则	原則	yuan2 ze2	principle, doctrine, CL:個|个[gè],	5
缘故	緣故	yuan2 gu4	reason, cause,	5
愿望	願望	yuan4 wang4	desire, wish,	5
晕	暈	yun1	confused, dizzy, giddy, to faint, to swoon, to lose consciousness, to pass out,	5
晕	暈	yun4	confused, dizzy, giddy, to faint, to swoon, to lose consciousness, to pass out,	5
运气	運氣	yun4 qi5	luck (good or bad),	5
运输	運輸	yun4 shu1	transport, haulage, transit, CL:個|个[gè],	5
运用	運用	yun4 yong4	to use, to put to use,	5
灾害	災害	zai1 hai4	disastrous damage, scourge, CL:個|个[gè],	5
再三	再三	zai4 san1	over and over again, again and again,	5
赞成	贊成	zan4 cheng2	to approve, to endorse, (literary) to assist,	5
赞美	贊美	zan4 mei3	to admire, to praise, to eulogize,	5
糟糕	糟糕	zao1 gao1	too bad, how terrible, what bad luck, terrible, bad,	5
造成	造成	zao4 cheng2	to bring about, to create, to cause,	5
则	則	ze2	conjunction used to express contrast with a previous sentence or clause, standard, norm, rule, to imitate, to follow, then, principle, classifier for written items (such as an official statement),	5
责备	責備	ze2 bei4	to blame, to criticize, condemnation, reproach,	5
摘	摘	zhai1	to take, to borrow, to pick (flowers, fruit etc), to pluck, to select, to remove, to take off (glasses, hat etc),	5
粘贴	粘貼	zhan1 tie1	to stick, to affix, to adhere, to paste (as in cut, copy and paste), Taiwan pr. [nián tiē], also written 黏貼|黏贴,	5
展开	展開	zhan3 kai1	to unfold, to carry out, to be in full swing, to launch,	5
展览	展覽	zhan3 lan3	to put on display, to exhibit, exhibition, show, CL:個|个,次[cì],	5
战争	戰爭	zhan4 zheng1	war, conflict, CL:場|场,次[cì],	5
占线	佔線	zhan4 xian4	busy (telephone line),	5
涨	漲	zhang3	to rise (of prices, rivers),	5
涨	漲	zhang4	to rise (of prices, rivers),	5
掌握	掌握	zhang3 wo4	to grasp (often fig.), to control, to seize (initiative, opportunity, destiny), to master, to know well, to understand sth well and know how to use it, fluency,	5
账户	賬戶	zhang4 hu4	bank account, online account,	5
招待	招待	zhao1 dai4	to receive (guests), to entertain, reception,	5
着凉	着涼	zhao2 liang2	to catch cold,	5
照常	照常	zhao4 chang2	(business etc) as usual,	5
召开	召開	zhao4 kai1	to convene (a conference or meeting), to convoke, to call together,	5
哲学	哲學	zhe2 xue2	philosophy, CL:個|个[gè],	5
真理	真理	zhen1 li3	truth, CL:個|个[gè],	5
真实	真實	zhen1 shi2	true, real,	5
针对	針對	zhen1 dui4	to be directed against, to be aimed at, to counter, in the light of, in connection with,	5
珍惜	珍惜	zhen1 xi1	to treasure, to value, to cherish,	5
诊断	診斷	zhen3 duan4	diagnosis, to diagnose,	5
枕头	枕頭	zhen3 tou5	pillow,	5
阵	陣	zhen4	disposition of troops, wave, spate, burst, spell, short period of time, classifier for events or states of short duration,	5
振动	振動	zhen4 dong4	vibration,	5
睁	睜	zheng1	to open (one's eyes),	5
争论	爭論	zheng1 lun4	to argue, to debate, to contend, argument, contention, controversy, debate, CL:次,場|场[chǎng],	5
争取	爭取	zheng1 qu3	to fight for, to strive for, to win over,	5
征求	徵求	zheng1 qiu2	to solicit, to seek, to request (opinions, feedback etc), to petition,	5
整个	整個	zheng3 ge4	whole, entire, total,	5
整体	整體	zheng3 ti3	whole entity, entire body, synthesis, as a whole (situation, construction, team etc), global, macrocosm, integral, holistic, whole,	5
正	正	zheng1	just (right), main, upright, straight, correct, positive, greater than zero, principle,	5
正	正	zheng4	just (right), main, upright, straight, correct, positive, greater than zero, principle,	5
政策	政策	zheng4 ce4	policy, CL:個|个[gè],	5
政府	政府	zheng4 fu3	government, CL:個|个[gè],	5
政治	政治	zheng4 zhi4	politics, political,	5
证件	證件	zheng4 jian4	paperwork, credentials,	5
证据	證據	zheng4 ju4	evidence, proof, testimony,	5
挣钱	掙錢	zheng4 qian2	to make money,	5
支	支	Zhi1	to support, to sustain, to erect, to raise, branch, division, to draw money, classifier for rods such as pens and guns, for army divisions and for songs or compositions,	5
支	支	zhi1	to support, to sustain, to erect, to raise, branch, division, to draw money, classifier for rods such as pens and guns, for army divisions and for songs or compositions,	5
支票	支票	zhi1 piao4	check (bank), cheque, CL:本[běn],	5
直	直	Zhi2	straight, to straighten, fair and reasonable, frank, straightforward, (indicates continuing motion or action), vertical, vertical downward stroke in Chinese characters,	5
直	直	zhi2	straight, to straighten, fair and reasonable, frank, straightforward, (indicates continuing motion or action), vertical, vertical downward stroke in Chinese characters,	5
执行	執行	zhi2 xing2	to implement, to carry out, to execute, to run,	5
执照	執照	zhi2 zhao4	a license, a permit,	5
指导	指導	zhi3 dao3	to guide, to give directions, to direct, to coach, guidance, tuition, CL:個|个[gè],	5
指挥	指揮	zhi3 hui1	to conduct, to command, to direct, conductor (of an orchestra), CL:個|个[gè],	5
制定	制定	zhi4 ding4	to draw up, to formulate,	5
制度	制度	zhi4 du4	system (e.g. political, adminstrative etc), institution, CL:個|个[gè],	5
制作	制作	zhi4 zuo4	to make, to manufacture,	5
智慧	智慧	zhi4 hui4	wisdom, knowledge, intelligent, intelligence,	5
至今	至今	zhi4 jin1	so far, to this day, until now,	5
至于	至於	zhi4 yu2	as for, as to, to go so far as to,	5
治疗	治療	zhi4 liao2	to treat, to cure, medical treatment, cure,	5
志愿者	志願者	zhi4 yuan4 zhe3	volunteer,	5
秩序	秩序	zhi4 xu4	order (orderly), order (sequence), social order, the state (of society), CL:個|个[gè],	5
钟	鍾	Zhong1	clock, o'clock, time as measured in hours and minutes, bell, CL:架,座[zuò],	5
钟	鍾	zhong1	clock, o'clock, time as measured in hours and minutes, bell, CL:架,座[zuò],	5
钟	鍾	zhong1	clock, o'clock, time as measured in hours and minutes, bell, CL:架,座[zuò],	5
中介	中介	zhong1 jie4	to act as intermediary, to link, intermediate, inter-, agency, agent,	5
中心	中心	zhong1 xin1	center, heart, core, CL:個|个[gè],	5
中旬	中旬	zhong1 xun2	middle third of a month,	5
重	重	chong2	heavy, serious, to attach importance to,	5
重	重	zhong4	heavy, serious, to attach importance to,	5
重量	重量	zhong4 liang4	weight, CL:個|个[gè],	5
周到	周到	zhou1 dao4	thoughtful, considerate, attentive, thorough,	5
逐步	逐步	zhu2 bu4	progressively, step by step,	5
竹子	竹子	zhu2 zi5	bamboo, CL:棵,支,根[gēn],	5
煮	煮	zhu3	to cook, to boil,	5
煮	煮	zhu3	to cook, to boil,	5
主持	主持	zhu3 chi2	to take charge of, to manage or direct, to preside over, to uphold, to stand for (justice etc), to host (a TV or radio program etc),	5
主观	主觀	zhu3 guan1	subjective,	5
主人	主人	zhu3 ren2	master, host, owner, CL:個|个[gè],	5
主席	主席	zhu3 xi2	chairperson, premier, chairman, CL:個|个,位[wèi],	5
主张	主張	zhu3 zhang1	to advocate, to stand for, view, position, stand, proposition, viewpoint, assertion, CL:個|个[gè],	5
嘱咐	囑咐	zhu3 fu5	to tell, to exhort, injunction,	5
祝福	祝福	zhu4 fu2	blessings, to wish sb well,	5
注册	注冊	zhu4 ce4	to register, to enroll,	5
抓紧	抓緊	zhua1 jin3	to grasp firmly, to pay special attention to, to rush in, to make the most of,	5
专家	專家	zhuan1 jia1	expert, specialist, CL:個|个[gè],	5
专心	專心	zhuan1 xin1	to concentrate, absorption, concentration, engrossed,	5
转变	轉變	zhuan3 bian4	to change, to transform, shift, transformation, CL:個|个[gè],	5
转告	轉告	zhuan3 gao4	to pass on, to communicate, to transmit,	5
装	裝	zhuang1	adornment, to adorn, dress, clothing, costume (of an actor in a play), to play a role, to pretend, to install, to fix, to wrap (sth in a bag), to load, to pack,	5
装饰	裝飾	zhuang1 shi4	to decorate, decoration, decorative, ornamental,	5
状况	狀況	zhuang4 kuang4	condition, state, situation, CL:個|个[gè],	5
状态	狀態	zhuang4 tai4	state of affairs, state, mode, situation, CL:個|个[gè],	5
追求	追求	zhui1 qiu2	to pursue (a goal etc) stubbornly, to seek after, to woo,	5
资格	資格	zi1 ge2	qualifications,	5
资金	資金	zi1 jin1	funds, funding, capital,	5
资料	資料	zi1 liao4	material, resources, data, information, profile (Internet), CL:份,個|个[gè],	5
资源	資源	Zi1 yuan2	natural resource (such as water or minerals), resource (such as manpower or tourism),	5
资源	資源	zi1 yuan2	natural resource (such as water or minerals), resource (such as manpower or tourism),	5
姿势	姿勢	zi1 shi4	posture, position,	5
咨询	諮詢	zi1 xun2	to consult, to seek advice, consultation, (sales) inquiry (formal),	5
咨询	諮詢	zi1 xun2	to consult, to seek advice, consultation, (sales) inquiry (formal),	5
紫	紫	zi3	purple, violet, amethyst, Lithospermum erythrorhizon (flowering plant whose root provides red purple dye), Japanese: murasaki,	5
字幕	字幕	zi4 mu4	caption, subtitle,	5
自从	自從	zi4 cong2	since (a time), ever since,	5
自动	自動	zi4 dong4	automatic, voluntarily,	5
自豪	自豪	zi4 hao2	(feel a sense of) pride, to be proud of sth (in a good way),	5
自觉	自覺	zi4 jue2	conscious, aware, on one's own initiative, conscientious,	5
自私	自私	zi4 si1	selfish, selfishness,	5
自信	自信	zi4 xin4	to have confidence in oneself, self-confidence,	5
自由	自由	zi4 you2	freedom, free, liberty, CL:個|个[gè],	5
自愿	自願	zi4 yuan4	voluntary,	5
综合	綜合	zong1 he2	comprehensive, composite, synthesized, to sum up, to integrate, to synthesize,	5
宗教	宗教	zong1 jiao4	religion,	5
总裁	總裁	zong3 cai2	chairman, director-general (of a company etc),	5
总共	總共	zong3 gong4	altogether, in sum, in all, in total,	5
总理	總理	zong3 li3	premier, prime minister, CL:個|个,位,名[míng],	5
总算	總算	zong3 suan4	at long last, finally, on the whole,	5
总统	總統	zong3 tong3	president (of a country), CL:個|个,位,名,屆|届[jiè],	5
总之	總之	zong3 zhi1	in a word, in short, in brief,	5
组合	組合	zu3 he2	to assemble, combination, combinatorial,	5
阻止	阻止	zu3 zhi3	to prevent, to block,	5
祖国	祖國	zu3 guo2	ancestral land CL:個|个[gè], homeland, used for PRC,	5
祖先	祖先	zu3 xian1	ancestor, forebears,	5
醉	醉	zui4	intoxicated,	5
最初	最初	zui4 chu1	first, primary, initial,	5
罪犯	罪犯	zui4 fan4	criminal,	5
尊敬	尊敬	zun1 jing4	respect, to revere,	5
遵守	遵守	zun1 shou3	to comply with, to abide by, to respect (an agreement),	5
作品	作品	zuo4 pin3	work (of art), opus, CL:部,篇[piān],	5
作为	作爲	zuo4 wei2	one's conduct, deed, activity, accomplishment, achievement, to act as, as (in the capacity of), qua, to view as, to look upon (sth as), to take sth to be,	5
作文	作文	zuo4 wen2	to write an essay, composition (student essay), CL:篇[piān],	5
